date,gtrends
2015-06-10,1.9493670886075949
2015-06-11,1.7721518987341771
2015-06-12,1.9240506329113924
2015-06-13,1.7721518987341771
2015-06-14,2.0
2015-06-14,2.0
2015-06-15,1.9130434782608696
2015-06-16,2.260869565217391
2015-06-17,2.3043478260869565
2015-06-18,4.3478260869565215
2015-06-19,2.4347826086956523
2015-06-20,2.4782608695652173
2015-06-21,2.0
2015-06-22,2.1818181818181817
2015-06-23,2.2272727272727275
2015-06-24,2.090909090909091
2015-06-25,2.3636363636363638
2015-06-26,2.0454545454545454
2015-06-27,2.1818181818181817
2015-06-28,1.9999999999999998
2015-06-29,2.36734693877551
2015-06-30,3.020408163265306
2015-07-01,2.693877551020408
2015-07-02,2.326530612244898
2015-07-03,2.4489795918367343
2015-07-04,2.081632653061224
2015-07-05,3.0
2015-07-06,3.181818181818182
2015-07-07,2.909090909090909
2015-07-08,2.8181818181818183
2015-07-09,2.7272727272727275
2015-07-10,3.0
2015-07-11,2.909090909090909
2015-07-12,2.0
2015-07-12,2.0
2015-07-13,1.926829268292683
2015-07-14,1.5609756097560976
2015-07-15,1.4878048780487805
2015-07-16,1.6585365853658538
2015-07-17,1.5365853658536586
2015-07-18,1.4634146341463414
2015-07-19,2.0
2015-07-20,1.90625
2015-07-21,1.875
2015-07-22,1.84375
2015-07-23,1.875
2015-07-24,1.875
2015-07-25,1.75
2015-07-26,2.0
2015-07-27,2.123076923076923
2015-07-28,1.9076923076923078
2015-07-29,1.9384615384615387
2015-07-30,1.6923076923076925
2015-07-31,1.6615384615384616
2015-08-01,3.076923076923077
2015-08-02,2.0
2015-08-03,1.7066666666666668
2015-08-04,1.7866666666666668
2015-08-05,1.6533333333333335
2015-08-06,1.5466666666666669
2015-08-07,1.5733333333333335
2015-08-08,1.4666666666666668
2015-08-09,2.0
2015-08-09,2.0
2015-08-10,2.142857142857143
2015-08-11,2.1142857142857143
2015-08-12,2.1142857142857143
2015-08-13,2.1999999999999997
2015-08-14,2.0285714285714285
2015-08-15,1.9714285714285713
2015-08-16,2.0
2015-08-17,1.8205128205128205
2015-08-18,2.41025641025641
2015-08-19,2.564102564102564
2015-08-20,2.4615384615384617
2015-08-21,2.282051282051282
2015-08-22,2.0769230769230766
2015-08-23,2.0
2015-08-24,2.2272727272727275
2015-08-25,2.2272727272727275
2015-08-26,1.8863636363636365
2015-08-27,1.7045454545454546
2015-08-28,1.6363636363636365
2015-08-29,1.7045454545454546
2015-08-30,2.0
2015-08-31,1.8157894736842104
2015-09-01,1.9736842105263157
2015-09-02,2.026315789473684
2015-09-03,2.0
2015-09-04,1.789473684210526
2015-09-05,1.8421052631578947
2015-09-06,2.0
2015-09-06,2.0
2015-09-07,2.0232558139534884
2015-09-08,2.0
2015-09-09,2.046511627906977
2015-09-10,2.0
2015-09-11,1.9534883720930232
2015-09-12,1.8837209302325582
2015-09-13,2.0
2015-09-14,2.0470588235294116
2015-09-15,2.023529411764706
2015-09-16,1.9529411764705882
2015-09-17,2.164705882352941
2015-09-18,2.3529411764705883
2015-09-19,2.0470588235294116
2015-09-20,2.0
2015-09-21,2.3797468354430378
2015-09-22,2.329113924050633
2015-09-23,2.2531645569620253
2015-09-24,2.2278481012658227
2015-09-25,2.2278481012658227
2015-09-26,2.050632911392405
2015-09-27,2.0
2015-09-28,2.197530864197531
2015-09-29,2.148148148148148
2015-09-30,2.074074074074074
2015-10-01,2.0
2015-10-02,1.8518518518518516
2015-10-03,1.876543209876543
2015-10-04,2.0
2015-10-04,2.0
2015-10-05,2.2711864406779663
2015-10-06,2.3389830508474576
2015-10-07,2.5084745762711864
2015-10-08,2.406779661016949
2015-10-09,2.169491525423729
2015-10-10,2.169491525423729
2015-10-11,2.0
2015-10-12,2.0327868852459017
2015-10-13,2.0
2015-10-14,2.1311475409836067
2015-10-15,2.0655737704918034
2015-10-16,2.2295081967213117
2015-10-17,2.295081967213115
2015-10-18,2.0
2015-10-19,2.0
2015-10-20,2.2058823529411766
2015-10-21,2.1176470588235294
2015-10-22,2.1176470588235294
2015-10-23,2.176470588235294
2015-10-24,2.0294117647058822
2015-10-25,2.0
2015-10-26,2.026666666666667
2015-10-27,2.1333333333333333
2015-10-28,2.1333333333333333
2015-10-29,2.3466666666666667
2015-10-30,2.666666666666667
2015-10-31,2.186666666666667
2015-11-01,4.0
2015-11-01,4.0
2015-11-02,4.51063829787234
2015-11-03,6.297872340425532
2015-11-04,8.51063829787234
2015-11-05,7.148936170212766
2015-11-06,5.191489361702128
2015-11-07,4.425531914893617
2015-11-08,3.0
2015-11-09,3.3125
2015-11-10,3.1875
2015-11-11,3.1875
2015-11-12,2.8125
2015-11-13,2.75
2015-11-14,2.375
2015-11-15,2.0
2015-11-16,2.3243243243243246
2015-11-17,2.1081081081081083
2015-11-18,2.27027027027027
2015-11-19,2.4324324324324325
2015-11-20,2.3243243243243246
2015-11-21,2.1621621621621623
2015-11-22,2.0
2015-11-23,2.1538461538461537
2015-11-24,2.1538461538461537
2015-11-25,2.1025641025641026
2015-11-26,2.205128205128205
2015-11-27,2.1025641025641026
2015-11-28,1.9487179487179487
2015-11-29,2.0
2015-11-29,2.0
2015-11-30,2.235294117647059
2015-12-01,2.2941176470588234
2015-12-02,2.1176470588235294
2015-12-03,2.176470588235294
2015-12-04,2.0
2015-12-05,2.1176470588235294
2015-12-06,4.0
2015-12-07,4.0
2015-12-08,5.157894736842105
2015-12-09,10.526315789473683
2015-12-10,6.842105263157895
2015-12-11,5.473684210526315
2015-12-12,5.052631578947368
2015-12-13,3.0
2015-12-14,2.933333333333333
2015-12-15,3.1333333333333333
2015-12-16,3.2
2015-12-17,3.0
2015-12-18,2.8
2015-12-19,2.6666666666666665
2015-12-20,3.0
2015-12-21,3.0
2015-12-22,2.925
2015-12-23,3.15
2015-12-24,3.0
2015-12-25,3.0
2015-12-26,3.0749999999999997
2015-12-27,2.0
2015-12-27,2.0
2015-12-28,2.2253521126760565
2015-12-29,2.0
2015-12-30,2.028169014084507
2015-12-31,1.7746478873239437
2016-01-01,1.8591549295774648
2016-01-02,1.8309859154929577
2016-01-03,3.0
2016-01-04,3.230769230769231
2016-01-05,3.0461538461538464
2016-01-06,3.0923076923076924
2016-01-07,3.830769230769231
2016-01-08,3.4153846153846157
2016-01-09,3.0
2016-01-10,3.0
2016-01-11,3.234375
2016-01-12,3.234375
2016-01-13,3.421875
2016-01-14,3.140625
2016-01-15,4.6875
2016-01-16,4.453125
2016-01-17,3.0
2016-01-18,3.0749999999999997
2016-01-19,3.0375
2016-01-20,3.3
2016-01-21,2.9625
2016-01-22,2.7375
2016-01-23,2.55
2016-01-24,2.0
2016-01-24,2.0
2016-01-25,2.08
2016-01-26,2.026666666666667
2016-01-27,2.1333333333333333
2016-01-28,2.1333333333333333
2016-01-29,2.0533333333333337
2016-01-30,1.8666666666666667
2016-01-31,2.0
2016-02-01,1.8888888888888888
2016-02-02,2.0555555555555554
2016-02-03,2.083333333333333
2016-02-04,2.111111111111111
2016-02-05,1.722222222222222
2016-02-06,2.0
2016-02-07,2.0
2016-02-08,1.7948717948717947
2016-02-09,1.8205128205128205
2016-02-10,1.7948717948717947
2016-02-11,1.8717948717948718
2016-02-12,2.0256410256410255
2016-02-13,1.9487179487179487
2016-02-14,3.0
2016-02-15,3.076923076923077
2016-02-16,3.230769230769231
2016-02-17,3.307692307692308
2016-02-18,3.8461538461538463
2016-02-19,3.0384615384615388
2016-02-20,3.230769230769231
2016-02-21,2.0
2016-02-21,2.0
2016-02-22,2.1290322580645165
2016-02-23,2.0860215053763445
2016-02-24,1.89247311827957
2016-02-25,1.827956989247312
2016-02-26,1.827956989247312
2016-02-27,1.827956989247312
2016-02-28,3.0
2016-02-29,3.2962962962962963
2016-03-01,3.7037037037037033
2016-03-02,3.444444444444444
2016-03-03,3.4074074074074074
2016-03-04,3.333333333333333
2016-03-05,3.2962962962962963
2016-03-06,2.0
2016-03-07,2.1839080459770113
2016-03-08,2.160919540229885
2016-03-09,2.0689655172413794
2016-03-10,1.8160919540229885
2016-03-11,1.9770114942528736
2016-03-12,1.9080459770114941
2016-03-13,2.0
2016-03-14,1.935483870967742
2016-03-15,2.0
2016-03-16,1.741935483870968
2016-03-17,1.806451612903226
2016-03-18,1.763440860215054
2016-03-19,1.6129032258064517
2016-03-20,2.0
2016-03-20,2.0
2016-03-21,2.0674157303370784
2016-03-22,2.1123595505617976
2016-03-23,2.0674157303370784
2016-03-24,2.0
2016-03-25,2.0
2016-03-26,1.8202247191011236
2016-03-27,2.0
2016-03-28,2.064516129032258
2016-03-29,2.021505376344086
2016-03-30,2.021505376344086
2016-03-31,2.1290322580645165
2016-04-01,1.89247311827957
2016-04-02,1.913978494623656
2016-04-03,2.0
2016-04-04,2.0919540229885056
2016-04-05,2.1149425287356323
2016-04-06,2.206896551724138
2016-04-07,2.1379310344827585
2016-04-08,2.0689655172413794
2016-04-09,2.160919540229885
2016-04-10,2.0
2016-04-11,2.153846153846154
2016-04-12,2.197802197802198
2016-04-13,1.9120879120879122
2016-04-14,2.0
2016-04-15,1.9340659340659343
2016-04-16,1.7802197802197803
2016-04-17,2.0
2016-04-17,2.0
2016-04-18,2.230769230769231
2016-04-19,2.153846153846154
2016-04-20,2.230769230769231
2016-04-21,2.6153846153846154
2016-04-22,2.5384615384615388
2016-04-23,2.5384615384615388
2016-04-24,3.0
2016-04-25,3.0
2016-04-26,3.0
2016-04-27,2.9117647058823533
2016-04-28,3.3529411764705883
2016-04-29,3.088235294117647
2016-04-30,2.823529411764706
2016-05-01,4.0
2016-05-02,13.333333333333334
2016-05-03,8.0
2016-05-04,5.733333333333333
2016-05-05,5.866666666666666
2016-05-06,5.733333333333333
2016-05-07,5.066666666666666
2016-05-08,3.0
2016-05-09,3.1714285714285713
2016-05-10,3.342857142857143
2016-05-11,2.914285714285714
2016-05-12,2.914285714285714
2016-05-13,2.657142857142857
2016-05-14,2.4857142857142858
2016-05-15,2.0
2016-05-15,2.0
2016-05-16,2.5
2016-05-17,2.4230769230769234
2016-05-18,2.4230769230769234
2016-05-19,2.3846153846153846
2016-05-20,2.269230769230769
2016-05-21,2.0384615384615388
2016-05-22,3.0
2016-05-23,3.1052631578947367
2016-05-24,3.31578947368421
2016-05-25,3.31578947368421
2016-05-26,3.052631578947368
2016-05-27,3.4210526315789473
2016-05-28,4.052631578947368
2016-05-29,3.0
2016-05-30,3.1379310344827585
2016-05-31,3.0344827586206895
2016-06-01,2.586206896551724
2016-06-02,2.4827586206896552
2016-06-03,2.896551724137931
2016-06-04,2.586206896551724
2016-06-05,3.0
2016-06-06,3.16
2016-06-07,3.16
2016-06-08,3.04
2016-06-09,2.88
2016-06-10,2.84
2016-06-11,2.8000000000000003
2016-06-12,4.0
2016-06-12,4.0
2016-06-13,5.0588235294117645
2016-06-14,4.176470588235294
2016-06-15,3.588235294117647
2016-06-16,4.411764705882353
2016-06-17,4.411764705882353
2016-06-18,4.117647058823529
2016-06-19,4.0
2016-06-20,3.9375
2016-06-21,4.8125
2016-06-22,3.875
2016-06-23,4.25
2016-06-24,6.25
2016-06-25,4.3125
2016-06-26,3.0
2016-06-27,3.31578947368421
2016-06-28,3.052631578947368
2016-06-29,2.894736842105263
2016-06-30,3.052631578947368
2016-07-01,2.8421052631578947
2016-07-02,2.7368421052631575
2016-07-03,3.0
2016-07-04,2.722222222222222
2016-07-05,2.833333333333333
2016-07-06,2.833333333333333
2016-07-07,3.0
2016-07-08,3.0
2016-07-09,3.722222222222222
2016-07-10,3.0
2016-07-10,3.0
2016-07-11,2.8474576271186445
2016-07-12,2.6949152542372885
2016-07-13,2.593220338983051
2016-07-14,2.440677966101695
2016-07-15,2.2372881355932206
2016-07-16,2.1864406779661016
2016-07-17,3.0
2016-07-18,3.0
2016-07-19,3.340909090909091
2016-07-20,2.8636363636363633
2016-07-21,3.068181818181818
2016-07-22,2.9318181818181817
2016-07-23,2.6590909090909087
2016-07-24,3.0
2016-07-25,3.219512195121951
2016-07-26,3.512195121951219
2016-07-27,3.585365853658536
2016-07-28,3.219512195121951
2016-07-29,3.146341463414634
2016-07-30,3.0
2016-07-31,3.0
2016-08-01,3.1956521739130435
2016-08-02,3.782608695652174
2016-08-03,6.521739130434782
2016-08-04,4.239130434782608
2016-08-05,3.5869565217391304
2016-08-06,3.0
2016-08-07,3.0
2016-08-07,3.0
2016-08-08,2.76
2016-08-09,2.9099999999999997
2016-08-10,2.88
2016-08-11,2.61
2016-08-12,2.58
2016-08-13,2.55
2016-08-14,2.0
2016-08-15,2.216867469879518
2016-08-16,2.096385542168675
2016-08-17,2.072289156626506
2016-08-18,2.168674698795181
2016-08-19,2.072289156626506
2016-08-20,1.9759036144578315
2016-08-21,2.0
2016-08-22,2.311688311688312
2016-08-23,2.5454545454545454
2016-08-24,2.25974025974026
2016-08-25,2.155844155844156
2016-08-26,2.25974025974026
2016-08-27,2.155844155844156
2016-08-28,2.0
2016-08-29,2.090909090909091
2016-08-30,2.0681818181818183
2016-08-31,2.022727272727273
2016-09-01,2.0
2016-09-02,1.8863636363636365
2016-09-03,1.9772727272727273
2016-09-04,3.0
2016-09-04,3.0
2016-09-05,2.625
2016-09-06,2.59375
2016-09-07,2.625
2016-09-08,3.125
2016-09-09,2.9375
2016-09-10,2.78125
2016-09-11,2.0
2016-09-12,2.096385542168675
2016-09-13,1.9759036144578315
2016-09-14,1.9036144578313254
2016-09-15,2.024096385542169
2016-09-16,2.024096385542169
2016-09-17,1.9036144578313254
2016-09-18,2.0
2016-09-19,2.024390243902439
2016-09-20,2.1219512195121952
2016-09-21,2.073170731707317
2016-09-22,1.853658536585366
2016-09-23,2.073170731707317
2016-09-24,1.853658536585366
2016-09-25,2.0
2016-09-26,2.0493827160493825
2016-09-27,1.876543209876543
2016-09-28,2.074074074074074
2016-09-29,2.074074074074074
2016-09-30,1.950617283950617
2016-10-01,1.9259259259259258
2016-10-02,2.0
2016-10-02,2.0
2016-10-03,1.7941176470588236
2016-10-04,2.0
2016-10-05,1.9705882352941175
2016-10-06,1.8529411764705883
2016-10-07,1.9705882352941175
2016-10-08,2.0
2016-10-09,3.0
2016-10-10,3.134328358208955
2016-10-11,3.4477611940298507
2016-10-12,3.3134328358208953
2016-10-13,3.3134328358208953
2016-10-14,3.2686567164179103
2016-10-15,3.2238805970149254
2016-10-16,3.0
2016-10-17,3.08955223880597
2016-10-18,3.17910447761194
2016-10-19,3.08955223880597
2016-10-20,3.17910447761194
2016-10-21,2.6417910447761193
2016-10-22,3.0
2016-10-23,3.0
2016-10-24,3.2054794520547945
2016-10-25,3.1232876712328768
2016-10-26,3.287671232876712
2016-10-27,3.4931506849315066
2016-10-28,3.73972602739726
2016-10-29,4.10958904109589
2016-10-30,3.0
2016-10-30,3.0
2016-10-31,2.96
2016-11-01,3.2
2016-11-02,2.92
2016-11-03,3.16
2016-11-04,2.88
2016-11-05,3.04
2016-11-06,3.0
2016-11-07,3.044117647058824
2016-11-08,3.044117647058824
2016-11-09,4.411764705882353
2016-11-10,3.4411764705882355
2016-11-11,3.3529411764705883
2016-11-12,3.132352941176471
2016-11-13,3.0
2016-11-14,3.084507042253521
2016-11-15,2.9577464788732395
2016-11-16,3.169014084507042
2016-11-17,3.6338028169014085
2016-11-18,3.1267605633802815
2016-11-19,3.0422535211267605
2016-11-20,3.0
2016-11-21,3.040540540540541
2016-11-22,3.202702702702703
2016-11-23,3.040540540540541
2016-11-24,3.1621621621621623
2016-11-25,3.040540540540541
2016-11-26,2.9189189189189193
2016-11-27,3.0
2016-11-27,3.0
2016-11-28,3.1578947368421053
2016-11-29,3.052631578947368
2016-11-30,2.9473684210526314
2016-12-01,3.2105263157894735
2016-12-02,3.4210526315789473
2016-12-03,3.3684210526315788
2016-12-04,3.0
2016-12-05,3.152542372881356
2016-12-06,3.1016949152542375
2016-12-07,2.8474576271186445
2016-12-08,3.305084745762712
2016-12-09,2.898305084745763
2016-12-10,2.7966101694915255
2016-12-11,3.0
2016-12-12,3.5294117647058822
2016-12-13,3.7058823529411766
2016-12-14,3.411764705882353
2016-12-15,3.411764705882353
2016-12-16,3.235294117647059
2016-12-17,3.3529411764705883
2016-12-18,4.0
2016-12-19,4.357142857142857
2016-12-20,4.142857142857142
2016-12-21,5.285714285714286
2016-12-22,6.142857142857142
2016-12-23,7.142857142857142
2016-12-24,6.357142857142857
2016-12-25,5.0
2016-12-25,5.0
2016-12-26,5.0
2016-12-27,6.0227272727272725
2016-12-28,6.818181818181818
2016-12-29,6.931818181818182
2016-12-30,5.681818181818182
2016-12-31,5.2272727272727275
2017-01-01,7.0
2017-01-02,11.285714285714285
2017-01-03,10.428571428571429
2017-01-04,12.285714285714285
2017-01-05,14.285714285714285
2017-01-06,12.285714285714285
2017-01-07,10.428571428571429
2017-01-08,6.0
2017-01-09,5.552238805970149
2017-01-10,4.925373134328358
2017-01-11,6.0
2017-01-12,6.26865671641791
2017-01-13,5.104477611940299
2017-01-14,4.835820895522388
2017-01-15,3.9999999999999996
2017-01-16,3.9183673469387754
2017-01-17,4.163265306122448
2017-01-18,4.163265306122448
2017-01-19,3.836734693877551
2017-01-20,3.6734693877551017
2017-01-21,3.591836734693877
2017-01-22,4.0
2017-01-22,4.0
2017-01-23,4.052631578947368
2017-01-24,4.368421052631579
2017-01-25,4.105263157894736
2017-01-26,4.105263157894736
2017-01-27,3.9473684210526314
2017-01-28,3.631578947368421
2017-01-29,4.0
2017-01-30,4.484848484848485
2017-01-31,4.666666666666667
2017-02-01,4.909090909090909
2017-02-02,5.151515151515151
2017-02-03,5.3939393939393945
2017-02-04,4.666666666666667
2017-02-05,4.0
2017-02-06,4.25
2017-02-07,4.1000000000000005
2017-02-08,4.75
2017-02-09,5.0
2017-02-10,4.2
2017-02-11,4.15
2017-02-12,4.0
2017-02-13,4.2105263157894735
2017-02-14,4.315789473684211
2017-02-15,3.8421052631578947
2017-02-16,4.105263157894736
2017-02-17,4.526315789473684
2017-02-18,4.2105263157894735
2017-02-19,5.0
2017-02-19,5.0
2017-02-20,5.531914893617022
2017-02-21,6.276595744680851
2017-02-22,6.382978723404255
2017-02-23,6.808510638297872
2017-02-24,8.191489361702128
2017-02-25,6.702127659574468
2017-02-26,6.0
2017-02-27,7.0
2017-02-28,6.666666666666666
2017-03-01,7.0
2017-03-02,8.222222222222221
2017-03-03,11.0
2017-03-04,8.777777777777777
2017-03-05,7.0
2017-03-06,7.522388059701492
2017-03-07,7.835820895522388
2017-03-08,8.253731343283581
2017-03-09,8.044776119402984
2017-03-10,10.44776119402985
2017-03-11,8.880597014925373
2017-03-12,6.0
2017-03-13,6.184615384615385
2017-03-14,5.907692307692308
2017-03-15,5.723076923076923
2017-03-16,6.092307692307693
2017-03-17,6.184615384615385
2017-03-18,7.2
2017-03-19,6.0
2017-03-19,6.0
2017-03-20,5.9375
2017-03-21,5.875
2017-03-22,5.875
2017-03-23,5.625
2017-03-24,5.6875
2017-03-25,6.25
2017-03-26,5.0
2017-03-27,5.365853658536585
2017-03-28,5.304878048780488
2017-03-29,5.121951219512195
2017-03-30,4.7560975609756095
2017-03-31,4.634146341463414
2017-04-01,4.817073170731708
2017-04-02,5.0
2017-04-03,5.266666666666667
2017-04-04,5.6
2017-04-05,5.6
2017-04-06,5.6
2017-04-07,5.133333333333333
2017-04-08,5.2
2017-04-09,4.999999999999999
2017-04-10,5.3896103896103895
2017-04-11,5.649350649350649
2017-04-12,5.454545454545454
2017-04-13,5.324675324675324
2017-04-14,4.999999999999999
2017-04-15,4.9350649350649345
2017-04-16,5.0
2017-04-16,5.0
2017-04-17,4.871794871794871
2017-04-18,5.384615384615384
2017-04-19,5.2564102564102555
2017-04-20,5.0
2017-04-21,4.871794871794871
2017-04-22,4.743589743589743
2017-04-23,5.0
2017-04-24,5.27027027027027
2017-04-25,5.540540540540541
2017-04-26,6.216216216216217
2017-04-27,6.216216216216217
2017-04-28,6.081081081081082
2017-04-29,5.9459459459459465
2017-04-30,7.000000000000001
2017-05-01,8.707317073170733
2017-05-02,10.073170731707318
2017-05-03,10.073170731707318
2017-05-04,12.121951219512196
2017-05-05,11.609756097560977
2017-05-06,9.560975609756099
2017-05-07,9.0
2017-05-08,10.125
2017-05-09,13.660714285714286
2017-05-10,12.535714285714286
2017-05-11,13.339285714285715
2017-05-12,15.750000000000002
2017-05-13,16.071428571428573
2017-05-14,12.0
2017-05-14,12.0
2017-05-15,16.0
2017-05-16,14.461538461538462
2017-05-17,12.615384615384617
2017-05-18,11.076923076923077
2017-05-19,12.307692307692308
2017-05-20,12.307692307692308
2017-05-21,19.0
2017-05-22,30.4
2017-05-23,33.25
2017-05-24,34.675
2017-05-25,47.5
2017-05-26,36.574999999999996
2017-05-27,31.349999999999998
2017-05-28,13.0
2017-05-29,13.0
2017-05-30,13.0
2017-05-31,12.48
2017-06-01,12.22
2017-06-02,10.92
2017-06-03,10.14
2017-06-04,12.0
2017-06-05,12.94736842105263
2017-06-06,18.0
2017-06-07,16.421052631578945
2017-06-08,13.894736842105262
2017-06-09,13.894736842105262
2017-06-10,12.94736842105263
2017-06-11,13.0
2017-06-11,13.0
2017-06-12,16.666666666666664
2017-06-13,14.166666666666666
2017-06-14,14.166666666666666
2017-06-15,16.666666666666664
2017-06-16,14.166666666666666
2017-06-17,12.166666666666666
2017-06-18,11.0
2017-06-19,11.161764705882353
2017-06-20,12.132352941176471
2017-06-21,12.294117647058824
2017-06-22,11.647058823529413
2017-06-23,11.0
2017-06-24,11.161764705882353
2017-06-25,11.0
2017-06-26,13.234375
2017-06-27,15.125
2017-06-28,14.953125
2017-06-29,12.03125
2017-06-30,9.96875
2017-07-01,9.796875
2017-07-02,9.0
2017-07-03,9.465517241379311
2017-07-04,9.155172413793103
2017-07-05,9.310344827586206
2017-07-06,9.465517241379311
2017-07-07,8.844827586206897
2017-07-08,8.53448275862069
2017-07-09,10.0
2017-07-09,10.0
2017-07-10,11.538461538461537
2017-07-11,13.589743589743588
2017-07-12,12.564102564102562
2017-07-13,12.307692307692307
2017-07-14,11.538461538461537
2017-07-15,13.589743589743588
2017-07-16,12.0
2017-07-17,11.200000000000001
2017-07-18,11.4
2017-07-19,10.0
2017-07-20,11.4
2017-07-21,11.8
2017-07-22,10.0
2017-07-23,11.0
2017-07-24,11.22
2017-07-25,11.88
2017-07-26,11.44
2017-07-27,10.78
2017-07-28,11.88
2017-07-29,9.9
2017-07-30,15.0
2017-07-31,18.91304347826087
2017-08-01,32.608695652173914
2017-08-02,29.67391304347826
2017-08-03,19.565217391304348
2017-08-04,18.26086956521739
2017-08-05,24.130434782608695
2017-08-06,15.0
2017-08-06,15.0
2017-08-07,17.142857142857142
2017-08-08,17.142857142857142
2017-08-09,16.07142857142857
2017-08-10,15.535714285714285
2017-08-11,16.07142857142857
2017-08-12,19.017857142857142
2017-08-13,20.0
2017-08-14,22.988505747126435
