date,bitcoin,BTC,bitcoinyear,BTCyear,adj,gtrends
2016-03-14,90,34,,,0.025,2.25
2016-03-15,89,34,,,0.025,2.225
2016-03-16,83,33,,,0.025,2.075
2016-03-17,80,32,,,0.025,2.0
2016-03-18,80,33,,,0.025,2.0
2016-03-19,77,30,,,0.025,1.925
2016-03-20,76,27,2.0,1.0,0.02631578947368421,2.0
2016-03-21,81,34,,,0.02631578947368421,2.131578947368421
2016-03-22,87,28,,,0.02631578947368421,2.289473684210526
2016-03-23,80,31,,,0.02631578947368421,2.1052631578947367
2016-03-24,85,29,,,0.02631578947368421,2.236842105263158
2016-03-25,79,32,,,0.02631578947368421,2.0789473684210527
2016-03-26,76,29,,,0.02631578947368421,2.0
2016-03-27,84,28,2.0,1.0,0.023809523809523808,2.0
2016-03-28,86,36,,,0.023809523809523808,2.0476190476190474
2016-03-29,79,39,,,0.023809523809523808,1.880952380952381
2016-03-30,86,32,,,0.023809523809523808,2.0476190476190474
2016-03-31,88,31,,,0.023809523809523808,2.095238095238095
2016-03-31,86,31,,,0.023809523809523808,2.0476190476190474
2016-04-01,75,31,,,0.023809523809523808,1.7857142857142856
2016-04-02,70,29,,,0.023809523809523808,1.6666666666666665
2016-04-03,74,27,2.0,1.0,0.02702702702702703,2.0
2016-04-04,76,31,,,0.02702702702702703,2.0540540540540544
2016-04-05,78,33,,,0.02702702702702703,2.1081081081081083
2016-04-06,78,32,,,0.02702702702702703,2.1081081081081083
2016-04-07,76,32,,,0.02702702702702703,2.0540540540540544
2016-04-08,79,31,,,0.02702702702702703,2.135135135135135
2016-04-09,77,32,,,0.02702702702702703,2.081081081081081
2016-04-10,78,30,2.0,1.0,0.02564102564102564,2.0
2016-04-11,82,31,,,0.02564102564102564,2.1025641025641026
2016-04-12,83,35,,,0.02564102564102564,2.128205128205128
2016-04-13,76,34,,,0.02564102564102564,1.9487179487179487
2016-04-14,80,42,,,0.02564102564102564,2.051282051282051
2016-04-15,76,38,,,0.02564102564102564,1.9487179487179487
2016-04-16,72,27,,,0.02564102564102564,1.846153846153846
2016-04-17,70,29,2.0,1.0,0.02857142857142857,2.0
2016-04-18,73,32,,,0.02857142857142857,2.085714285714286
2016-04-19,76,32,,,0.02857142857142857,2.1714285714285713
2016-04-20,77,34,,,0.02857142857142857,2.1999999999999997
2016-04-21,87,32,,,0.02857142857142857,2.4857142857142858
2016-04-22,90,35,,,0.02857142857142857,2.571428571428571
2016-04-23,86,33,,,0.02857142857142857,2.457142857142857
2016-04-24,85,32,3.0,1.0,0.03529411764705882,3.0
2016-04-25,88,35,,,0.03529411764705882,3.1058823529411765
2016-04-26,94,40,,,0.03529411764705882,3.317647058823529
2016-04-27,91,40,,,0.03529411764705882,3.211764705882353
2016-04-28,100,41,,,0.03529411764705882,3.5294117647058822
2016-04-29,88,33,,,0.03529411764705882,3.1058823529411765
2016-04-30,82,33,,,0.03529411764705882,2.8941176470588235
2016-04-30,32,13,,,0.03529411764705882,1.1294117647058823
2016-05-01,31,13,4.0,1.0,0.12903225806451613,4.0
2016-05-02,100,15,,,0.12903225806451613,12.903225806451612
2016-05-03,63,15,,,0.12903225806451613,8.129032258064516
2016-05-04,44,13,,,0.12903225806451613,5.67741935483871
2016-05-05,45,13,,,0.12903225806451613,5.806451612903226
2016-05-06,41,14,,,0.12903225806451613,5.290322580645161
2016-05-07,34,13,,,0.12903225806451613,4.387096774193548
2016-05-08,36,12,3.0,1.0,0.08333333333333333,3.0
2016-05-09,38,14,,,0.08333333333333333,3.1666666666666665
2016-05-10,38,13,,,0.08333333333333333,3.1666666666666665
2016-05-11,35,14,,,0.08333333333333333,2.9166666666666665
2016-05-12,33,12,,,0.08333333333333333,2.75
2016-05-13,33,14,,,0.08333333333333333,2.75
2016-05-14,31,13,,,0.08333333333333333,2.583333333333333
2016-05-15,32,11,2.0,1.0,0.0625,2.0
2016-05-16,34,13,,,0.0625,2.125
2016-05-17,32,13,,,0.0625,2.0
2016-05-18,34,13,,,0.0625,2.125
2016-05-19,33,13,,,0.0625,2.0625
2016-05-20,31,13,,,0.0625,1.9375
2016-05-21,28,12,,,0.0625,1.75
2016-05-22,32,11,3.0,1.0,0.09375,3.0
2016-05-23,33,13,,,0.09375,3.09375
2016-05-24,33,13,,,0.09375,3.09375
2016-05-25,32,14,,,0.09375,3.0
2016-05-26,33,13,,,0.09375,3.09375
2016-05-27,35,13,,,0.09375,3.28125
2016-05-28,41,16,,,0.09375,3.84375
2016-05-29,46,16,3.0,1.0,0.06521739130434782,3.0
2016-05-30,47,18,,,0.06521739130434782,3.0652173913043477
2016-05-31,46,16,,,0.06521739130434782,3.0
2016-05-31,61,21,,,0.06521739130434782,3.9782608695652173
2016-06-01,51,20,,,0.06521739130434782,3.3260869565217392
2016-06-02,45,17,,,0.06521739130434782,2.934782608695652
2016-06-03,55,21,,,0.06521739130434782,3.5869565217391304
2016-06-04,52,22,,,0.06521739130434782,3.391304347826087
2016-06-05,49,17,3.0,1.0,0.061224489795918366,3.0
2016-06-06,53,20,,,0.061224489795918366,3.2448979591836733
2016-06-07,54,19,,,0.061224489795918366,3.306122448979592
2016-06-08,49,21,,,0.061224489795918366,3.0
2016-06-09,47,18,,,0.061224489795918366,2.877551020408163
2016-06-10,47,20,,,0.061224489795918366,2.877551020408163
2016-06-11,46,18,,,0.061224489795918366,2.816326530612245
2016-06-12,67,25,4.0,2.0,0.05970149253731343,4.0
2016-06-13,83,30,,,0.05970149253731343,4.955223880597015
2016-06-14,71,29,,,0.05970149253731343,4.2388059701492535
2016-06-15,65,22,,,0.05970149253731343,3.8805970149253732
2016-06-16,76,28,,,0.05970149253731343,4.537313432835821
2016-06-17,78,32,,,0.05970149253731343,4.656716417910448
2016-06-18,70,28,,,0.05970149253731343,4.17910447761194
2016-06-19,62,27,4.0,2.0,0.06451612903225806,4.0
2016-06-20,63,29,,,0.06451612903225806,4.064516129032258
2016-06-21,70,29,,,0.06451612903225806,4.516129032258064
2016-06-22,65,28,,,0.06451612903225806,4.193548387096774
2016-06-23,66,36,,,0.06451612903225806,4.258064516129032
2016-06-24,100,47,,,0.06451612903225806,6.451612903225806
2016-06-25,65,35,,,0.06451612903225806,4.193548387096774
2016-06-26,56,30,3.0,2.0,0.05357142857142857,3.0
2016-06-27,61,35,,,0.05357142857142857,3.267857142857143
2016-06-28,58,29,,,0.05357142857142857,3.1071428571428568
2016-06-29,54,28,,,0.05357142857142857,2.892857142857143
2016-06-30,57,29,,,0.05357142857142857,3.0535714285714284
2016-06-30,80,36,,,0.05357142857142857,4.285714285714286
2016-07-01,76,39,,,0.05357142857142857,4.071428571428571
2016-07-02,72,40,,,0.05357142857142857,3.8571428571428568
2016-07-03,79,36,3.0,2.0,0.0379746835443038,3.0
2016-07-04,70,34,,,0.0379746835443038,2.6582278481012658
2016-07-05,71,36,,,0.0379746835443038,2.6962025316455698
2016-07-06,75,36,,,0.0379746835443038,2.848101265822785
2016-07-07,78,36,,,0.0379746835443038,2.9620253164556964
2016-07-08,78,38,,,0.0379746835443038,2.9620253164556964
2016-07-09,100,45,,,0.0379746835443038,3.79746835443038
2016-07-10,82,41,3.0,2.0,0.036585365853658534,3.0
2016-07-11,75,40,,,0.036585365853658534,2.74390243902439
2016-07-12,69,34,,,0.036585365853658534,2.524390243902439
2016-07-13,68,35,,,0.036585365853658534,2.4878048780487805
2016-07-14,64,35,,,0.036585365853658534,2.341463414634146
2016-07-15,61,32,,,0.036585365853658534,2.2317073170731705
2016-07-16,59,29,,,0.036585365853658534,2.1585365853658534
2016-07-17,58,24,3.0,1.0,0.05172413793103448,3.0
2016-07-18,63,28,,,0.05172413793103448,3.258620689655172
2016-07-19,64,27,,,0.05172413793103448,3.310344827586207
2016-07-20,62,28,,,0.05172413793103448,3.206896551724138
2016-07-21,56,26,,,0.05172413793103448,2.896551724137931
2016-07-22,55,25,,,0.05172413793103448,2.8448275862068964
